キャラメル クリーム Tall,244,495, +低脂肪タイプミルクに変更 +ノンファットミルクに変更 +豆乳*に変更(￥55) +アーモンドミルク*に変更(￥55) +オーツミルク*に変更(￥55) , +ホワイトモカフレーバーシロップ(￥55) +フォームミルク多め+ハチミツ,
キャラメル クリーム Grande,244,540, +低脂肪タイプミルクに変更 +ノンファットミルクに変更 +豆乳*に変更(￥55) +アーモンドミルク*に変更(￥55) +オーツミルク*に変更(￥55) , +ホワイトモカフレーバーシロップ(￥55) +フォームミルク多め+ハチミツ,
キャラメル クリーム Venti,244,585, +低脂肪タイプミルクに変更 +ノンファットミルクに変更 +豆乳*に変更(￥55) +アーモンドミルク*に変更(￥55) +オーツミルク*に変更(￥55) , +ホワイトモカフレーバーシロップ(￥55) +フォームミルク多め+ハチミツ,
ミルク Short,162,396,,,
ミルク Tall,162,435,,,
ミルク Grande,162,480,,,
ミルク Venti,236,525,,,
キッズ ココア,284,396,,,
キッズ ミルク,162,396,,,
be juicy ! kids （アップル）,105,396,,,
be juicy ! kids （オレンジ）,88,396,,,
バニラ クリーム,341,396,,,
ホット チョコレート,366,396,,,
